Username,Rating,Date,Review,Reply,Reply Date,Usefulness,Reply_Time_Days,Sentiment_Score,Sentiment,Tokens,UI_Issue,Performance_Issue,Feature_Request,Support_Complaint,Pricing_Complaint,delivery_issues,Payment_Problems,Food_Quality,Promotions_Issues
Sheriff Jee,2,2025-04-06,now days become very very worst service this very bad customer service,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-04-06,0,0,-0.8578,Negative,"['days', 'become', 'worst', 'service', 'bad', 'customer', 'service']",bad,,,days,,,,bad,
Chandu Chandan.,3,2025-04-06,internal server error many times so please teater do good performance testing with high load,"Hello there, we're sorry for the unpleasant experience. Please share your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2025-04-06,0,0,0.4924,Positive,"['internal', 'server', 'error', 'many', 'times', 'please', 'teater', 'good', 'performance', 'testing', 'high', 'load']","error, load","error, performance, load",please,,high,,error,good,
Nandhini S,1,2025-04-06,no invoice i want to put 5 but there is no option for that so im putting 1 star bought a phillips induction which stopped working in just 10 days when i want to take it to service centre i didnt receive an invoice now i cant even take it to the service centre whereas in blinkit they will provide invoice download option in the app itself whereas swiggy can provide invoice for all the foods and grocery but not for the one which will have warranty frauds,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2025-04-06,108,0,-0.8625,Negative,"['invoice', 'want', 'put', 'option', 'im', 'putting', 'star', 'bought', 'phillips', 'induction', 'stopped', 'working', 'days', 'want', 'take', 'service', 'centre', 'didnt', 'receive', 'invoice', 'cant', 'even', 'take', 'service', 'centre', 'whereas', 'blinkit', 'provide', 'invoice', 'download', 'option', 'app', 'whereas', 'swiggy', 'provide', 'invoice', 'foods', 'grocery', 'one', 'warranty', 'frauds']",,,"want, im, want",days,,,app,,working
Aaradhya Awasthi,5,2025-04-06,super saver app,We are happy to hear such positive feedback. 🙂,2025-04-06,0,0,0.5994,Positive,"['super', 'saver', 'app']",,,,,,,app,,
Prasad Battina,1,2025-04-06,very late i will cancel my order,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-04-06,0,0,-0.3102,Negative,"['late', 'cancel', 'order']",,,,late,,"late, order",,order,
Sandeep Yadav,5,2025-04-06,best,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-04-06,0,0,0.6369,Positive,['best'],,,,,,,,,
Nambiappan T,5,2025-04-06,nice,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-04-06,0,0,0.4215,Positive,['nice'],,,,,,,,,
Basant Kumar,5,2025-04-06,gud service,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-04-06,0,0,0.0,Neutral,"['gud', 'service']",,,,,,,,,
Jeevasivakami Jeevasivakami,5,2025-04-06,i like it,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-04-06,0,0,0.3612,Positive,['like'],,,like,,,,,,
Sanjeet Tiwari,3,2025-04-06,pricing can be more near to the actual price of restaurants as swiggy already takes a platform fee with every order already,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-04-06,0,0,0.0,Neutral,"['pricing', 'near', 'actual', 'price', 'restaurants', 'swiggy', 'already', 'takes', 'platform', 'fee', 'every', 'order', 'already']",,,,,price,order,,order,
Muralidharan Venkataraman,3,2025-04-06,dont know why you charged rs12 extra your methods are not transparent,"Hi, we are disappointed to hear about the trouble we put you through. We would like to look into this and make amends for the hassle. Please do share your registered details by dropping an email at swiggysocial@swiggy.in, we will ensure the quickest resolution.",2025-04-06,0,0,-0.2023,Negative,"['dont', 'know', 'charged', 'extra', 'methods', 'transparent']",,,,,,,charged,,
Kamaleshwar Sahu,1,2025-04-06,bhot ghatiya app hy,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2025-04-06,0,0,0.0,Neutral,"['bhot', 'ghatiya', 'app', 'hy']",,,,,,,app,,
Chanakya,1,2025-04-06,delivery partners and discount with packing is worst,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2025-04-06,0,0,-0.6249,Negative,"['delivery', 'partners', 'discount', 'packing', 'worst']",,,,,,delivery,,,"delivery, discount"
Singam Geetha,5,2025-04-06,very fast delivery i like this app,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-04-06,0,0,0.4144,Positive,"['fast', 'delivery', 'like', 'app']",,,like,,,delivery,app,,delivery
Raj Diwedi,5,2025-04-06,best sarvis,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-04-06,0,0,0.6369,Positive,"['best', 'sarvis']",,,,,,,,,
yogi's ACHIEVERS EVENTS,1,2025-04-06,worst service app in bangalore swiggi hiring rowdies to harass customers too much service charges always late delivery tottaly worst if ask for late delivery delivery boys reject to deliver and they scold us only also they apply chargres on customers tottaly money making rowdies app,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2025-04-06,0,0,-0.9578,Negative,"['worst', 'service', 'app', 'bangalore', 'swiggi', 'hiring', 'rowdies', 'harass', 'customers', 'much', 'service', 'charges', 'always', 'late', 'delivery', 'tottaly', 'worst', 'ask', 'late', 'delivery', 'delivery', 'boys', 'reject', 'deliver', 'scold', 'us', 'also', 'apply', 'chargres', 'customers', 'tottaly', 'money', 'making', 'rowdies', 'app']",,,,"late, late",much,"late, delivery, late, delivery, delivery","app, money, app",,"delivery, delivery, delivery, apply"
vijay sharma,1,2025-04-06,good,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-04-06,0,0,0.4404,Positive,['good'],,,,,,,,good,
Ashi Ansari,2,2025-04-06,good,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-04-06,0,0,0.4404,Positive,['good'],,,,,,,,good,
Jaya Prathapanm,5,2025-04-06,very good,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",2025-04-06,0,0,0.4927,Positive,['good'],,,,,,,,good,
Mohan Raj,5,2025-04-06,ok,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-04-06,0,0,0.296,Positive,['ok'],,,,,,,,,
Chhotan Kumar,5,2025-04-06,so cute ,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-04-06,0,0,0.5095,Positive,['cute'],,,,,,,,,
Karthikeyan KarthiKeyan,5,2025-04-06,good,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-04-06,0,0,0.4404,Positive,['good'],,,,,,,,good,
Mohit Kumar,2,2025-04-06,dont know why the prices are hiked up different taxes and charges almost paying double,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-04-06,0,0,-0.2732,Negative,"['dont', 'know', 'prices', 'hiked', 'different', 'taxes', 'charges', 'almost', 'paying', 'double']",,,,,,,double,,
Nkchemicals Pvtltd,1,2025-04-06,while cancelling part of the order its best to confirm with user that u r cancelling and if required u can replace the item with other alternatives the main product is not delivered and i am literally not satisfied with the delivery milk was not emergency detergent is u people did not even reach to me to get other alternative as if there is only one detergent brand or pack available in whole shop,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2025-04-06,0,0,0.3352,Positive,"['cancelling', 'part', 'order', 'best', 'confirm', 'user', 'u', 'r', 'cancelling', 'required', 'u', 'replace', 'item', 'alternatives', 'main', 'product', 'delivered', 'literally', 'satisfied', 'delivery', 'milk', 'emergency', 'detergent', 'u', 'people', 'even', 'reach', 'get', 'alternative', 'one', 'detergent', 'brand', 'pack', 'available', 'whole', 'shop']",,,get,,,"order, delivered, delivery",get,"order, item","item, delivery, get"
rahul kaushik,5,2025-04-06,gave me 100 rupee every week thank you swiggy,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-04-06,0,0,0.3612,Positive,"['gave', 'rupee', 'every', 'week', 'thank', 'swiggy']",,,,,,,,,
SRI RUDHRAN,3,2025-04-06,ok good,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-04-06,0,0,0.6249,Positive,"['ok', 'good']",,,,,,,,good,
Niku Kumar,5,2025-04-06,excellent ,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-04-06,0,0,0.5719,Positive,['excellent'],,,,,,,,,
Malaeka Ahmed,5,2025-04-06,,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-04-06,0,0,0.0,Neutral,[],,,,,,,,,
pa7ri0t,1,2025-04-06,one of the worst quick commerce and food delivery platform dont care about customer experience dont listen to customer problems im going to stop using it once my one membership expires,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2025-04-06,0,0,-0.8917,Negative,"['one', 'worst', 'quick', 'commerce', 'food', 'delivery', 'platform', 'dont', 'care', 'customer', 'experience', 'dont', 'listen', 'customer', 'problems', 'im', 'going', 'stop', 'using', 'one', 'membership', 'expires']",,,im,,,delivery,,food,delivery
Sagar Mandal,5,2025-04-06,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-04-06,0,0,0.4404,Positive,['good'],,,,,,,,good,
Lakshmi Lakshmi,5,2025-04-06,wow,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-04-06,0,0,0.5859,Positive,['wow'],,,,,,,,,
roohul shan,5,2025-04-06,super,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-04-06,0,0,0.5994,Positive,['super'],,,,,,,,,
Avon Altas,4,2025-04-06,good,"Hi there, thank you for the review and the stars. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email from your registered address at swiggysocial@swiggy.in. Looking forward to hearing from you. Keep Swiggying till then. 😊",2025-04-06,0,0,0.4404,Positive,['good'],,,,,,,,good,
Tinku K,1,2025-04-06,worst experience dont order friends ,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",2025-04-06,0,0,-0.7687,Negative,"['worst', 'experience', 'dont', 'order', 'friends']",,,,,,order,,order,
Irfan Khan,3,2025-04-06,give some coupons or offers for first time order,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-04-06,0,0,0.0,Neutral,"['give', 'coupons', 'offers', 'first', 'time', 'order']",time,time,,time,,"time, order",,order,
